"","id_x","Retain","alexa_rank","average_product_price","common_crawl_pagerank","platform_rank","product_images","product_images_created_30","product_images_created_365","product_images_created_90","product_variants","products_sold","rank","vendor_count","age","combined_followers","facebook_followers","facebook_followers_90d","instagram_followers","instagram_followers_90d","instagram_posts","estimated_monthly_sales","monthly_app_spend","installed_apps_count","category_firstcat_Apparel","category_firstcat_ArtsEntertainment","category_firstcat_AutosVehicles","category_firstcat_BeautyFitness","category_firstcat_BooksLiterature","category_firstcat_BusinessIndustrial","category_firstcat_Computers","category_firstcat_ConsumerElectronics","category_firstcat_FoodDrink","category_firstcat_Games","category_firstcat_GiftsSpecialEvents","category_firstcat_Health","category_firstcat_HomeGarden","category_firstcat_Internet","category_firstcat_JobsEducation","category_firstcat_Missing_category","category_firstcat_PeopleSociety","category_firstcat_PetsAnimals","category_firstcat_SafetySurvival","category_firstcat_Sports","category_firstcat_ToysHobbies","category_firstcat_Travel","cityAmritsar","cityBengaluru","cityChandigarh","cityDelhi","cityGurugram","cityKolkata","cityMissing_city","cityMumbai","facebook_categoriesfb_ArtsCraftsStore","facebook_categoriesfb_ClothingBrand","facebook_categoriesfb_DesignFashion","facebook_categoriesfb_EcommerceWebsite","facebook_categoriesfb_FruitVegetableStore","facebook_categoriesfb_HealthBeauty","facebook_categoriesfb_IndustrialCompany","facebook_categoriesfb_JewelryWatches","facebook_categoriesfb_Missing_fb_cat","facebook_categoriesfb_ProductService","facebook_categoriesfb_RetailCompany","facebook_categoriesfb_ShoppingRetail","facebook_categoriesfb_SportingGoodsStore","facebook_categoriesfb_SportsFitnessInstruction","facebook_categoriesfb_ToyStore","facebook_categoriesfb_TrophiesEngravingShop","facebook_categoriesfb_VintageStore","facebook_categoriesfb_Website","instagram_categoriesinsta_ContentApps","instagram_categoriesinsta_CreatorsCelebrities","instagram_categoriesinsta_FoodPersonalGoods","instagram_categoriesinsta_GroceryConvenienceStores","instagram_categoriesinsta_HomeGoodsStores","instagram_categoriesinsta_HomeServices","instagram_categoriesinsta_LifestyleServices","instagram_categoriesinsta_Missing_insta_cat","instagram_categoriesinsta_NonProfitsReligiousOrganizations","instagram_categoriesinsta_PersonalGoodsGeneralMerchandiseStores","instagram_categoriesinsta_Publishers","Contact_Page","International_Shipping","Missing_features","Returns_Page","Tracking_or_Returns","Tracking_Page","Shopify_POS","Financing_Page","Wholesale_Retailers_Page","Storefront_API","Store_Locator_Page","Brands_Page"
"84",93,1,0,910.22,0,526055,3799,32,3799,1176,1643,1081,2462765,1,166,995,95,227.113014160915,900,418,267,168.83,26.2295432831661,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0
"85",94,0,0,810.52,0,1599305,784,784,784,784,1160,210,9315861,15,26,17435.6017340673,8121.3904069637,1097.26624545343,9661.0332400419,1890.95615885831,631.615224804435,100,34.9954411006264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"86",95,0,6511008,2499,0,627105,23,0,23,0,12,12,2666714,1,117,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,33.8002538143016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"87",96,1,6220206,892.01,8431491,79253,241,0,241,12,107,105,318547,2,2812,14561,6686,23,7701,423.481985805948,799,47680.31,29,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"88",97,0,1977611,551.21,23710821,190794,1423,0,73,6,3468,511,878838,2,1293,11617,1801,227.113014160915,9423,128,1204,95032.45,35.1219039288927,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"89",99,1,2349051,2689.72,0,537817,1131,66,602,307,310,310,2483848,1,691,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,423.481985805948,680.886252804213,50311.3,22.0390322144876,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"90",100,0,0,375.5,0,1541868,4,0,4,0,12,4,9011894,1,124,130314.75437957,217404.892219817,5523.20224309421,45869.1769605307,7403.79809477878,1177.94592712112,100,45.1069552031905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"91",101,1,0,252.11,0,1317139,21,0,21,21,18,18,7819900,2,40,6,8121.3904069637,227.113014160915,11244.9838616851,1911.42766679482,295.243345295056,100,39.0240468698572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"92",102,0,0,536.68,0,635495,492,0,2,0,2420,129,2686355,2,838,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,570.949842948805,649.707239887306,100,47.6392204365079,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"93",103,0,1870424,3912.87,10583987,395637,219,20,151,87,33,28,1895341,3,362,10228,8121.3904069637,577.756301429202,10228,1538.62211123926,430,105961.95,130.97,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
"94",104,0,0,1023.11,0,1344786,573,71,573,573,594,208,7966985,1,40,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,974.477541361504,519.921474804435,100,25.9773900834247,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"95",105,1,904446,4652.81,758530230,480203,3326,526,3326,951,626,547,2255148,1,355,7331,3923,3160,3408,1340.08686472333,159,96378.96,26.2939607859162,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
"96",106,0,0,999,0,1333981,21,21,21,21,50,4,7909234,1,26,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1248.69735569255,100,33.8002538143016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"97",108,0,0,100.14,0,1159872,290,0,0,0,724,43,6987347,1,761,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,423.481985805948,649.707239887306,100,4.99,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"98",109,0,0,692.93,0,1258470,62,0,62,62,16,16,7508722,2,96,130314.75437957,217404.892219817,4767.04152880849,42090.1253732291,7403.79809477878,1101.3737048989,100,14.98,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
"99",110,0,5544099,891.26,0,671699,564,57,460,168,527,417,2895121,1,495,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,423.481985805948,606.974000056961,100,25.9773900834247,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"100",111,0,3184340,490,0,671066,16,0,16,0,2,1,2894248,1,152,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,4.98,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"101",113,0,0,227.32,0,1583498,278,14,90,40,65,65,9232318,1,334,17435.6017340673,8121.3904069637,227.113014160915,13732.777727486,1360.43211123926,689.36347041847,100,39.0240468698572,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"102",114,0,5972027,1934.37,0,564837,2378,180,2378,1355,805,761,2532897,1,376,428,146,1097.26624545343,282,1131.96049109695,41,100,32.1790754475703,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"103",115,0,0,399,0,1195367,17,0,17,0,2,2,7175438,1,145,130314.75437957,217404.892219817,5523.20224309421,45869.1769605307,7403.79809477878,1177.94592712112,100,45.1069552031905,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"104",116,1,113881,812.85,456652070,20889,14450,335,10105,2297,5586,3342,108233,10,138,145794,13420,1489,132237,10346,759,138767.31,1.99,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
"105",117,0,0,38.93,0,1637978,202,0,0,0,418,182,9521837,13,2434,130314.75437957,217404.892219817,5523.20224309421,45869.1769605307,7403.79809477878,1320.20217712112,100,47.382162620773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"106",120,0,4227937,960.05,244003009,342756,192,0,192,82,208,55,1701329,1,1489,11840,8121.3904069637,1333.91701571492,11840,1253.39532552498,196,72328.63,1.99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"107",121,0,0,0.63,99796347,168557,242,93,242,120,99,35,756666,1,250,50,50,7,6097.70783829332,974.477541361504,270.833345295056,28256.46,4.99,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
"108",122,0,0,216.82,0,927139,68,0,68,68,63,7,5873643,1,82,2711,8121.3904069637,227.113014160915,2711,974.477541361504,543,100,2.99,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"109",123,1,0,2049.98,0,947955,846,0,323,0,258,218,5977674,1,460,1652,834,227.113014160915,818,11,238,100,29.8910281786628,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"110",124,1,1334539,693.33,31155674,115098,32,0,8,1,21,13,442104,2,754,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1204.93428209948,84446.21,35.286520679381,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"111",125,1,0,2252.93,0,1191488,66,0,66,32,74,20,7155103,1,110,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,33.8002538143016,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"112",126,0,0,981.39,0,1284915,308,0,308,59,71,47,7649053,8,117,17435.6017340673,8121.3904069637,227.113014160915,8585.50170409419,974.477541361504,449.170046233007,100,44.89,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
"113",127,0,0,99.5,0,1402951,2,0,0,0,2,2,8276213,1,3001,130314.75437957,217404.892219817,5523.20224309421,45869.1769605307,7403.79809477878,1320.20217712112,100,41.055151631762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"114",128,0,1125263,150.65,55001476,20229,361,0,45,0,357,340,102253,1,866,68590.1056347766,22443.2418064182,2041.18832810416,18517.0319374427,1623.06455629421,940.49699272219,83258.19,50.2182990079365,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"115",129,0,762123,7106.46,53950544,33111,664,0,268,96,572,89,151791,2,1559,18978,804,5,18113,630,1107,135113.94,15.98,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"116",130,0,0,3219.67,0,1077267,138,0,138,138,72,53,6556820,1,96,330,325,227.113014160915,6097.70783829332,974.477541361504,270.833345295056,100,29.6743344165425,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"117",131,0,5412413,1429.15,59706020,181873,319,2,101,44,87,80,829897,2,1083,70600,10902,147,59680,5464,633,50007.15,12.49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"118",132,0,6353651,1361.5,0,601301,22,7,22,22,20,6,2606109,1,82,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1248.69735569255,100,33.8002538143016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"119",133,0,0,1922.53,0,913788,1006,228,1003,566,370,24,5804301,1,89,43272,1791,1421,41481,7403.79809477878,568,109.24,8.98,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"120",134,1,2267171,27810.22,5089265,58006,2939,0,2939,348,3020,756,249482,3,75,34028,4632,2,29288,5679.35957754654,397,114179.08,5.99,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
"121",135,0,0,509.27,0,1431814,168,0,168,0,29,29,8430504,3,1937,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1320.20217712112,100,34.0710980603334,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"122",137,1,0,33458.52,692771565,490326,1239,0,219,0,1434,287,2374999,1,985,42221.0049008165,22443.2418064182,1357.67045649336,8585.50170409419,708.159485805948,784.535551290815,6931.86,24.1015935337927,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"123",138,0,1942496,902.57,0,598426,48,0,23,0,14,8,2599345,2,544,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"124",139,0,0,1091.83,248223277,814945,196,0,114,78,199,50,4744616,2,453,2274,490,7,1784,20,94,21515.24,48.98,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"125",140,1,0,1586.4,0,946277,131,34,131,42,90,64,5969507,1,152,5380,8121.3904069637,227.113014160915,5380,974.477541361504,208,100,27.1976201308282,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"126",141,0,0,1490.74,692748807,859005,101,0,1,1,53,51,5263607,1,1405,130314.75437957,217404.892219817,5523.20224309421,42090.1253732291,7403.79809477878,1177.94592712112,6931.92,23.0501585762064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"127",142,0,2595995,255.76,0,624698,13023,0,13023,0,2183,2183,2661122,16,103,21427.3207615515,8121.3904069637,227.113014160915,13732.777727486,2432.78163504879,669.412041847042,100,47.9519882936508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"128",143,0,0,265.89,0,1516154,266,266,266,266,111,111,8875832,2,33,17435.6017340673,8121.3904069637,1097.26624545343,13732.777727486,2089.61766679482,801.05722041847,100,45.1069552031905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
